energy,Ac,Ag,Al,Ar,As,At,Au,B,Ba,Be,Bi,Br,C,Ca,Cd,Ce,Cl,Co,Cr,Cs,Cu,Dy,Er,Eu,F,Fe,Fr,Ga,Gd,Ge,H,He,Hf,Hg,Ho,I,In,Ir,K,Kr,La,Li,Lu,Mg,Mn,Mo,N,Na,Nb,Nd,Ne,Ni,O,Os,P,Pa,Pb,Pd,Pm,Po,Pr,Pt,Ra,Rb,Re,Rh,Rn,Ru,S,Sb,Sc,Se,Si,Sm,Sn,Sr,Ta,Tb,Tc,Te,Th,Ti,Tl,Tm,U,V,W,Xe,Y,Yb,Zn,Zr
25.25,57.41895,13.45219,0.46477,0.00071,13.49958,5.19274,78.63389,0.05449,5.29374,0.03507,46.31845,8.51018,0.06953,0.99772,8.48483,11.328,0.59389,12.56589,7.29914,2.71852,15.37604,21.13406,24.54603,11.48841,0.07034,10.12979,5.34171,11.82855,17.81776,11.54139,0.0,0.0,42.48042,58.18892,22.75369,6.41621,7.64508,86.57547,0.46289,0.01007,9.83081,0.00905,30.25103,0.24249,8.3637,44.19348,5e-05,0.1036,35.25862,13.28441,7e-05,14.46163,7e-05,83.67124,0.48074,93.54514,51.93683,63.72293,14.54862,46.37326,12.29019,85.79822,27.50471,4.77511,75.56341,63.11463,0.00474,59.61164,0.68364,7.76214,2.07587,11.93213,0.51402,15.6323,8.02916,8.52127,55.37577,19.58521,52.7068,7.47694,68.17581,3.56044,52.43259,26.49491,116.5453,5.36724,66.78822,0.00743,16.14241,20.49436,13.50595,25.04197
25.75,54.56483,55.93804,0.44034,0.00067,12.76931,4.93313,74.66078,0.05362,5.01791,0.03474,43.99965,8.05807,0.06789,0.9417,8.04107,10.74461,0.56104,11.87662,6.89643,2.57521,14.53429,20.05489,23.29225,10.90148,0.06734,9.57368,5.07506,11.18528,16.90817,10.91524,0.0,0.0,40.30879,55.25045,21.59104,6.07768,7.24653,82.19387,0.43698,0.00953,9.32145,0.00901,28.70556,0.23004,7.90418,41.92894,4e-05,0.09841,33.42499,12.60723,7e-05,13.66854,7e-05,79.42059,0.45464,88.91196,49.33459,60.45286,13.80655,44.05327,11.66286,81.46322,26.13472,4.52259,71.70768,59.89774,0.0045,56.59029,0.64613,7.35518,1.95902,11.29241,0.48649,14.8342,7.60911,8.07185,52.54466,18.58507,50.02021,7.08352,64.79464,3.35983,49.79584,25.14114,110.77336,5.06466,63.37343,0.00703,15.29388,19.44704,12.7689,23.73068
26.25,51.95837,53.30033,0.41843,0.00063,12.10868,4.69639,71.03393,0.05284,4.76503,0.03444,41.8787,7.64738,0.06641,0.89121,7.63653,10.2115,0.53144,11.25457,6.53031,2.44446,13.7744,19.0705,22.14819,10.36659,0.06466,9.07191,4.83182,10.60395,16.07848,10.34929,0.0,0.0,38.3269,52.57039,20.53067,5.76916,6.87619,78.17771,0.41362,0.00905,8.85518,0.00897,27.29479,0.21887,7.48971,39.86165,4e-05,0.09378,31.76082,11.98793,7e-05,12.95311,6e-05,75.52776,0.43116,84.68305,46.95246,57.50902,13.13019,41.93533,11.08813,77.49679,24.8841,4.2945,68.18412,56.988,0.00429,53.84235,0.61233,6.98353,1.85375,10.71179,0.46176,14.10688,7.22543,7.66564,49.96024,17.67278,47.57189,6.72467,61.70535,3.17914,47.38662,23.90573,105.51725,4.79219,60.25556,0.00668,14.52637,18.4912,12.10299,22.5432
26.75,49.63006,50.94223,0.39933,0.0006,11.52626,4.48533,67.79598,0.05215,4.53791,0.03418,39.97996,7.28322,0.06512,0.84692,43.01879,9.73486,0.5055,10.70802,6.20527,2.32781,13.10644,18.1926,21.12737,9.89014,0.06234,8.63116,4.61488,10.09215,15.33852,9.85096,0.0,0.0,36.55812,50.18055,19.58516,5.49434,6.53753,74.57199,0.39314,0.00863,8.4373,0.00893,26.03531,0.20915,7.12583,38.01588,4e-05,0.08977,30.28697,11.43365,6e-05,12.32489,6e-05,72.03682,0.4106,80.9082,44.81756,54.93158,12.52763,40.04433,10.57247,73.94432,23.76754,4.09387,65.03363,54.42325,0.0041,51.40147,0.58272,6.65154,1.76148,10.19754,0.44017,13.45907,6.88259,7.30796,47.6529,16.85916,45.39119,6.40466,58.94388,3.02083,45.23296,22.80324,100.84049,4.55354,57.47119,0.00636,13.84986,17.63812,11.51698,21.49478
27.25,47.30175,48.58412,0.38024,0.00057,10.94384,4.27426,64.55804,0.05146,4.31079,0.03391,38.08123,6.91906,0.06384,0.80262,40.95896,9.25822,0.47956,10.16146,5.88024,2.21116,12.43849,17.31469,20.10654,9.41369,0.06001,8.19041,4.39794,9.58036,14.59856,9.35263,0.0,0.0,34.78933,47.79072,18.63966,5.21951,6.2053,70.96627,0.37266,0.0082,8.01943,0.0089,24.77583,0.19943,6.76195,36.17012,4e-05,0.08576,28.81312,10.87937,6e-05,11.69667,6e-05,68.54587,0.39004,77.13336,42.68265,52.35413,11.92507,38.15332,10.05682,70.39185,22.65098,3.89323,61.88315,51.85849,0.0039,48.9606,0.55311,6.31956,1.66922,9.68329,0.41858,12.81126,6.53976,6.95029,45.34556,16.04553,43.21048,6.08464,56.18241,2.86251,43.0793,21.70075,96.16373,4.31489,54.68682,0.00604,13.17336,16.78504,10.93097,20.44637
27.75,44.97344,46.22602,0.36114,0.00054,10.36141,4.0632,61.32009,0.05077,4.08367,0.03365,36.18249,6.55491,0.06255,0.75833,38.98504,8.78157,0.45362,9.61491,5.5552,2.09451,11.77054,16.43678,19.08572,8.93724,0.05768,7.74966,4.181,9.06857,13.8586,8.8543,0.0,0.0,33.02054,45.40089,17.69415,4.94469,21.15669,67.36055,0.35217,0.00778,7.60155,0.00886,23.51635,0.1897,6.39806,34.32436,4e-05,0.08176,27.33927,10.32509,6e-05,11.06844,6e-05,65.05493,0.36949,73.35851,40.54775,49.77669,11.32251,36.26231,9.54116,66.83938,21.53441,3.6926,58.73266,49.29374,0.00371,46.51972,0.5235,5.98757,1.57696,9.16905,0.39699,12.16345,6.19693,6.59261,43.03822,15.23191,41.02978,5.76463,53.42094,2.7042,40.92563,20.59825,91.48698,4.07624,51.90246,0.00572,12.49686,15.93196,10.34496,19.39795
28.25,43.057,44.28774,0.34578,0.00051,9.88723,3.88818,58.63437,0.0502,3.89834,0.03342,34.61972,6.25617,0.0615,0.7226,37.31372,8.38651,0.43271,9.17164,5.29275,1.99946,11.22846,15.71672,18.24912,8.54668,0.05581,7.39218,4.00257,8.65181,13.25257,8.44876,0.0,0.0,31.56992,43.42453,16.91871,4.72062,33.06936,64.3964,0.33566,0.00743,7.25765,0.00883,22.48364,0.18181,6.09793,32.81232,4e-05,0.07854,26.13294,9.86838,6e-05,10.5583,6e-05,62.19186,0.35292,70.24038,38.79579,47.63892,10.82319,34.69701,9.11636,63.9,20.61627,3.52875,56.14841,47.17278,0.00355,44.48921,0.49963,5.71487,1.5025,8.75018,0.3796,11.63012,5.89499,6.30042,41.14619,14.56519,39.2271,5.50361,51.14699,2.57639,39.15353,19.69472,87.60686,3.88359,49.61931,0.00546,11.94383,15.23276,9.86885,18.54095
28.75,41.21525,42.4256,0.33109,0.00049,9.43268,3.7197,56.0488,0.04965,3.72059,0.03321,33.11788,5.9693,0.0605,0.68843,35.69729,8.00623,0.41271,8.7471,5.04165,1.90833,10.7092,15.02529,17.44594,8.1717,0.05402,7.04979,3.83112,8.25228,12.67083,8.06005,0.0,0.0,30.17699,41.52316,16.17412,4.50576,31.66869,61.54861,0.31986,0.00709,6.92716,0.0088,21.49205,0.17425,5.80936,31.36081,4e-05,0.07547,24.97514,9.42937,5e-05,10.06958,5e-05,59.44265,0.33707,67.24134,37.11329,45.58089,10.34259,33.19078,8.70803,61.07183,19.73411,3.37157,53.66685,45.1323,0.0034,42.53313,0.47681,5.45294,1.43127,8.34862,0.36298,11.11755,5.61528,6.02011,39.32948,13.92512,37.49298,5.25328,48.96147,2.4541,37.45064,18.82727,83.87123,3.69929,47.42708,0.00521,11.41319,14.56146,9.41268,17.71867
29.25,39.3735,40.56346,0.31641,0.00046,8.97813,3.55122,53.46323,0.04911,3.54284,0.03299,31.61604,5.68243,0.0595,0.65426,34.08086,7.62596,0.3927,8.32257,4.79055,1.81719,10.18995,14.33386,16.64275,7.79672,0.05223,6.70741,3.65967,7.85275,12.08909,7.67134,0.0,0.0,28.78407,39.6218,15.42952,4.2909,30.26803,58.70082,0.30406,0.00675,6.59667,0.00877,20.50046,0.16669,5.52078,29.9093,4e-05,0.0724,23.81734,8.99035,5e-05,9.58086,5e-05,56.69345,0.32123,64.24231,35.43078,43.52286,9.862,31.68455,8.2997,58.24365,18.85195,3.2144,51.18529,43.09182,0.00325,40.57705,0.45398,5.191,1.36004,7.94705,0.34635,10.60497,31.29736,5.73979,37.51276,13.28506,35.75885,5.00296,46.77594,2.33182,35.74775,17.95982,80.1356,3.51498,45.23484,0.00496,10.88255,13.89016,8.9565,16.89639
29.75,37.53175,38.70133,0.30172,0.00044,8.52357,3.38273,50.87765,0.04857,3.36509,0.03278,30.1142,5.39556,0.0585,0.62009,32.46442,7.24569,0.3727,7.89803,4.53946,1.72606,9.67069,13.64243,15.83957,7.42174,0.05044,6.36502,3.48822,7.45323,11.50735,7.28262,0.0,0.0,27.39114,37.72043,14.68492,4.07604,28.86736,55.85302,0.28826,0.00641,6.26619,0.00874,19.50886,0.15913,5.23221,28.45779,4e-05,0.06933,22.65953,8.55134,5e-05,9.09213,5e-05,53.94425,0.30539,61.24327,33.74828,41.46483,9.3814,30.17833,7.89137,55.41547,17.96979,3.05722,48.70373,41.05134,0.00309,38.62097,0.43116,4.93684,1.2888,7.54548,0.32972,10.0924,29.90913,5.45948,35.69605,12.64499,34.02473,4.75263,44.59041,2.20954,34.04485,17.09238,76.39997,3.33068,43.0426,0.00472,10.35191,13.21886,8.50032,16.07411
30.25,36.07891,37.15382,0.2904,0.00042,8.16948,3.25019,48.84545,0.04813,3.2271,0.0326,28.93231,5.17183,0.05771,0.59376,31.19859,6.94842,0.3573,7.56792,4.3455,1.65531,9.26675,13.10138,15.21067,7.12512,0.04906,6.09517,3.35153,7.14221,11.04998,6.97905,0.0,0.0,26.30148,36.21241,14.10202,3.90929,27.73853,53.62479,0.27609,0.00615,6.00909,0.00871,18.73318,0.15332,5.00839,27.31791,4e-05,0.06697,21.75012,8.20371,5e-05,8.71204,5e-05,51.79365,0.29319,58.8808,32.41489,39.82195,9.00434,28.99631,7.56829,53.20351,17.26945,2.93097,46.76268,39.40895,0.00297,37.07387,0.4136,9.51108,1.23391,7.23228,0.31691,9.68778,28.73295,5.23948,34.27465,12.14409,32.6622,4.54775,42.8691,2.11522,32.68954,16.4131,73.45411,3.18837,41.32861,0.00452,9.9354,12.69339,8.14536,15.42801
30.75,34.63732,35.61541,0.27918,0.0004,7.81829,3.11868,46.82925,0.04769,3.09026,0.03243,27.75967,4.94993,0.05692,0.56766,29.9429,6.65356,0.34204,7.24053,4.1532,1.58515,8.86614,12.56467,14.58681,6.83076,0.04769,5.82743,3.21584,6.83376,10.59621,6.67793,0.0,0.0,25.22058,34.71577,13.52379,3.74393,26.61755,51.41448,0.26403,0.00588,5.75411,0.00869,17.96373,0.14756,4.78644,26.18704,3e-05,0.06463,20.84788,7.85873,5e-05,8.33509,5e-05,49.66035,0.28109,56.53673,31.0916,38.19107,8.63026,27.82367,7.24766,51.00937,16.57436,2.80562,44.83725,37.77807,0.00285,35.5386,0.39619,26.16859,1.17949,6.92163,0.30421,9.28628,27.56201,5.02122,32.86469,11.64722,31.31042,4.34418,41.1612,2.02171,31.34428,15.73926,70.53108,3.04728,39.62844,0.00433,9.52219,12.17214,7.79333,14.787
31.25,33.19572,34.077,0.26795,0.00039,7.4671,2.98717,44.81304,0.04726,2.95341,0.03225,26.58703,4.72803,0.05614,0.54156,28.68721,6.3587,0.32677,6.91315,3.9609,1.51499,8.46553,12.02797,13.96294,6.53641,0.04632,5.55968,3.08016,6.5253,10.14243,6.37682,0.0,0.0,24.13969,33.21913,12.94555,3.57857,25.49658,49.20416,0.25197,0.00562,5.49913,0.00866,17.19428,0.1418,4.56449,25.05616,3e-05,0.06228,19.94565,7.51374,5e-05,7.95815,5e-05,47.52705,0.269,54.19266,29.76831,36.56019,8.25618,26.65103,6.92704,48.81523,15.87928,2.68027,42.91183,36.14719,0.00273,34.00333,0.37877,25.10152,1.12507,6.61097,0.29152,8.88477,26.39106,4.80297,31.45472,11.15036,29.95864,4.15364,39.45331,1.92821,29.99901,15.06542,67.60806,2.90618,37.92827,0.00414,9.10897,11.65089,7.44129,14.146
31.75,31.75413,32.53859,0.25673,0.00037,7.11592,2.85566,42.79684,0.04683,2.81657,0.03208,25.4144,4.50613,0.05536,0.51546,27.43152,6.06384,0.31151,6.58577,3.7686,1.44483,8.06492,11.49126,13.33908,6.24205,0.04495,5.29193,2.94447,6.21685,9.68866,6.0757,0.0,0.0,23.0588,31.72249,12.36732,3.41322,24.37561,46.99384,0.2399,0.00536,5.24416,0.00863,16.42484,0.13604,4.34254,23.92529,3e-05,0.05994,19.04342,7.16876,4e-05,7.5812,5e-05,45.39375,0.25691,51.84859,28.44501,34.92931,7.88211,25.4784,6.60642,46.62109,15.18419,2.55491,40.9864,34.51631,0.00261,32.46806,0.36136,24.05325,1.07065,6.30032,0.27882,8.48327,25.22011,4.58471,30.04475,10.65349,28.60686,22.85144,37.74541,1.8347,28.65375,14.39158,64.68503,2.76509,36.2281,0.00395,8.69576,11.12963,7.08926,13.505
32.25,30.56221,31.26854,0.24764,0.00035,6.83018,2.74796,41.15369,0.04646,2.70576,0.03193,24.44366,4.32589,0.05471,0.49447,26.40299,5.82485,0.29923,6.31849,3.61361,1.38804,7.74019,11.05302,12.83037,6.00144,0.04385,5.07403,2.8336,5.96668,9.3165,5.83137,0.0,0.0,22.17789,30.50322,11.89636,3.2677,23.45734,45.1936,0.23021,0.00514,5.03765,0.00861,15.79764,0.13141,4.1636,23.00121,3e-05,0.05806,18.30648,6.88687,4e-05,7.27586,5e-05,43.65496,0.24719,49.91951,27.35344,33.58131,7.5731,24.51197,6.34592,44.83241,14.61313,2.4526,39.41792,33.18143,0.00251,31.21335,0.34736,23.15446,1.02686,6.04796,0.26861,8.15379,24.26784,4.40229,28.89608,10.24536,27.50219,21.9517,36.33351,1.75944,27.55282,13.8425,62.28918,2.65144,34.84207,0.00379,8.35755,10.70495,6.80387,12.98175
32.75,29.42145,30.05348,0.239,0.00034,6.55785,2.64513,39.58698,0.04612,2.60029,0.03178,23.51429,4.15417,0.0541,0.47453,25.421,5.59731,0.28758,6.06353,3.46627,1.334,7.431,10.63495,12.34524,5.77184,0.04279,4.86633,2.72781,5.72846,8.96106,5.59868,0.0,0.0,21.33796,29.34077,11.44737,3.13405,22.58059,43.47738,0.221,0.00494,4.84107,0.00859,15.1996,0.12702,3.99347,22.1195,3e-05,0.05627,17.60341,6.61791,4e-05,6.98519,4e-05,41.99701,0.23795,48.07545,26.30934,32.29126,7.27742,23.5878,6.09773,43.1268,14.06748,2.35502,37.92258,31.90719,0.00242,30.01613,0.33405,22.2863,0.98524,5.80755,0.2589,7.83907,23.36038,4.22721,27.80094,9.85541,26.44816,21.1474,34.98226,1.68791,26.50194,13.31898,60.00133,2.54342,33.5204,0.00364,8.0347,10.30005,6.53212,12.48262
33.25,28.28069,28.83841,0.23035,0.00033,6.28552,2.5423,38.02026,0.04577,2.49482,0.03163,22.58493,3.98246,0.05348,0.45459,24.43901,5.36976,0.27592,5.80857,3.31892,1.27995,7.12181,10.21688,11.86012,5.54225,0.04174,4.65864,2.62203,5.49023,8.60562,5.36599,0.0,0.0,20.49803,28.17833,10.99838,17.15545,21.70385,41.76115,0.21179,0.00473,4.64449,0.00856,14.60155,0.12262,3.82333,21.23778,3e-05,0.05448,16.90035,6.34894,4e-05,6.69452,4e-05,40.33905,0.22872,46.2314,25.26524,31.00121,6.98173,22.66363,5.84955,41.42119,13.52183,2.25743,36.42723,30.63295,0.00232,28.8189,0.32075,21.41813,0.94363,5.56713,0.2492,7.52435,22.45292,4.05214,26.70579,9.46546,25.39412,20.3431,33.63101,1.61638,25.45107,12.79547,57.71348,2.4354,32.19873,0.00349,7.71184,9.89514,6.26038,11.98349
33.75,27.13993,27.62334,0.22171,0.00031,6.01319,2.43947,36.45355,0.04542,2.38935,0.03149,21.65556,3.81075,0.05287,0.43465,23.45701,5.14222,0.26426,5.55361,3.17158,1.22591,6.81263,9.79881,11.375,5.31265,0.04069,4.45095,2.51624,5.25201,8.25018,5.1333,0.0,0.0,19.65809,27.01589,10.5494,16.50378,20.8271,40.04493,0.20258,0.00453,4.44791,0.00854,14.0035,0.11823,3.6532,20.35607,3e-05,0.05269,16.19728,6.07998,4e-05,6.40386,4e-05,38.68109,0.21948,44.38734,24.22114,29.71117,6.68605,21.73945,5.60136,39.71558,12.97618,2.15984,34.93189,29.35871,0.00223,27.62168,0.30744,20.54997,0.90201,5.32672,0.23949,7.20963,21.54546,3.87706,25.61065,9.0755,24.34008,19.5388,32.27975,1.54486,24.40019,12.27195,55.42563,2.32737,30.87707,0.00334,7.38899,9.49024,5.98864,11.48437
34.25,26.10007,26.52072,0.21386,0.0003,5.76566,2.34514,35.02702,0.0451,2.29357,0.03135,20.80785,3.65462,0.0523,0.4166,22.55422,4.93556,0.25371,5.3211,3.03806,1.17553,6.5318,9.41683,10.93303,5.10244,0.03973,4.26274,2.41968,5.0356,7.92561,4.92188,0.0,0.0,18.89299,25.95755,10.1392,15.90842,20.02572,38.48186,0.19424,0.00434,4.26939,0.00852,13.45888,0.11425,3.49906,19.55231,3e-05,0.05107,15.55657,5.83543,4e-05,6.13935,4e-05,37.17155,0.21112,42.69933,23.27043,28.53542,6.41713,20.89323,5.37594,38.16276,12.47885,2.07112,33.57003,28.1976,0.00215,26.53031,0.2954,19.75822,0.86433,5.10809,0.2307,6.92214,20.71764,3.71779,24.61328,8.71978,23.37927,18.79822,31.04618,1.48007,23.44331,11.79516,53.32617,2.22953,29.67333,0.00321,7.09172,9.1214,5.74182,11.028
34.75,25.2102,25.58521,0.2072,0.00029,5.55498,2.26344,33.80883,0.04481,2.21218,0.03123,20.08149,3.52167,0.05181,0.40136,21.76914,4.75993,0.2448,5.12196,2.9251,1.1306,6.29313,9.08847,10.55519,4.92104,0.03892,4.10349,2.33684,4.85163,7.64695,4.74209,0.0,0.0,18.23911,25.05394,9.78665,15.36249,19.33634,37.14641,0.1872,0.00418,4.11769,0.0085,12.99366,0.11089,3.36868,18.86441,3e-05,0.04971,15.00853,5.62716,4e-05,5.91374,4e-05,35.88258,0.20406,41.24325,22.45851,27.52956,6.18799,20.16287,5.18436,36.83703,12.05335,1.99559,32.40655,27.20463,0.00207,25.59628,0.28524,19.08004,0.8325,4.92186,0.22327,6.67513,20.00819,3.58203,23.76123,8.41491,22.557,18.15237,29.98749,1.42531,22.62611,11.38783,51.5067,2.14682,28.64486,0.01747,6.83244,8.80617,5.53202,10.63518
35.25,24.32032,24.6497,0.20054,0.00028,5.3443,2.18174,32.59063,0.04453,2.1308,0.03111,19.35514,3.38872,0.05132,0.38611,20.98405,4.5843,0.23589,4.92281,2.81213,1.08733,6.05445,8.76011,10.17735,4.73964,0.03811,3.94423,2.254,4.66765,7.36828,4.5623,0.0,0.0,17.58522,24.15033,9.4341,14.81657,18.64696,35.81096,0.18016,0.00403,3.966,0.00848,12.52844,0.10753,3.23831,18.17651,3e-05,0.04834,14.46049,5.41889,4e-05,5.68812,4e-05,34.59361,0.19699,39.78716,21.6466,26.52369,5.95884,19.4325,4.99278,35.5113,11.62785,1.92006,31.24308,26.21165,0.002,24.66225,0.27508,18.40186,0.80068,4.73562,0.21585,6.42811,19.29874,3.44627,22.90917,8.11005,21.73473,17.50651,28.92881,1.37055,21.80891,10.9805,49.68723,2.06411,27.61639,0.01684,6.57317,8.49093,5.32223,10.24237
35.75,23.43044,23.71418,0.19388,0.00027,5.13362,2.10004,31.37244,0.04425,2.04942,0.03099,18.62879,3.25576,0.05084,0.37087,20.19897,4.40867,0.22698,4.72367,2.69916,2.17311,5.81578,8.43175,9.79951,4.55824,0.0373,3.78497,2.17116,4.48368,7.08961,4.38251,0.0,0.0,16.93134,23.24672,9.08155,14.27064,17.95758,34.47551,0.17312,0.00387,3.81431,0.00845,12.06322,0.10417,3.10793,17.48861,3e-05,0.04697,13.91245,5.21061,4e-05,5.4625,4e-05,33.30464,0.18993,38.33108,20.83468,25.51783,5.7297,18.70213,4.8012,34.18557,11.20235,1.84453,30.07961,25.21867,0.00192,23.72822,0.26492,17.72367,0.76885,4.54938,0.20842,6.18109,18.58929,3.3105,22.05711,7.80518,20.91246,16.86065,27.87013,1.31579,20.99171,10.57317,47.86775,1.98139,26.58792,0.01625,6.3139,8.17569,5.11244,9.84955
36.25,22.54057,22.77867,0.18722,0.00026,4.92294,2.01834,30.15425,0.04396,1.96804,0.03087,17.90244,3.12281,0.05035,0.35563,19.41388,4.23304,0.21807,4.52452,2.58619,5.63284,5.57711,8.10339,9.42167,4.37685,0.03649,3.62572,2.08832,4.2997,6.81094,4.20271,0.0,0.0,16.27745,22.34311,8.729,13.72471,17.2682,33.14006,0.16608,0.00371,3.66261,0.00843,11.598,0.10081,2.97756,16.80071,3e-05,0.04561,13.36441,5.00234,3e-05,5.23688,4e-05,32.01567,0.18287,36.87499,20.02276,24.51196,5.50055,17.97177,4.60962,32.85984,10.77685,1.769,28.91613,24.2257,0.00185,22.79418,0.25476,17.04549,0.73703,4.36315,0.20099,5.93407,17.87984,3.17474,21.20505,7.50032,20.09019,16.21479,26.81145,1.26103,20.17451,10.16584,46.04828,1.89868,25.55944,0.01566,6.05462,7.86045,4.90265,9.45673
36.75,21.77849,21.98087,0.18161,0.00025,4.7443,1.94854,29.11677,0.04371,1.89466,0.03076,17.28374,3.00984,0.04992,0.34278,18.73991,4.08411,0.21056,4.35639,2.49088,5.44875,5.37449,7.82303,9.0978,4.22232,0.0358,3.49129,2.01674,4.14373,6.57153,4.05025,0.0,0.0,15.72042,21.57319,8.42778,13.2571,16.67178,32.00242,0.16015,0.00358,3.52985,0.00841,11.20145,0.09798,2.86749,16.2143,3e-05,0.04445,12.892,4.82575,3e-05,5.04362,4e-05,30.91762,0.17692,35.63198,19.33158,23.65424,5.30608,17.34989,4.44717,31.73058,10.41018,1.70488,27.92493,23.37859,0.00178,21.99766,0.2462,16.46548,0.7102,4.20498,0.19472,5.72411,17.26885,3.05954,20.47876,7.23858,19.38897,15.66148,25.90782,1.21487,19.47867,9.81717,44.49512,1.82891,24.68367,0.01514,5.83466,7.59161,4.72481,9.11677
37.25,21.07966,21.2512,0.17652,0.00024,4.5815,1.88463,28.16872,0.04348,5.35833,0.03065,16.7183,2.90675,0.04953,0.33113,18.12091,3.94839,0.20375,4.20359,2.40429,5.27467,5.18972,7.56642,8.80064,4.08109,0.03518,3.36915,1.95073,4.00161,6.35155,3.91132,0.0,0.0,15.21131,20.86941,8.15196,12.82823,16.12137,30.96267,0.15477,0.00345,3.40645,0.0084,10.83889,0.09541,2.76746,15.67812,3e-05,0.04341,12.457,4.66484,3e-05,4.86636,4e-05,29.91403,0.17151,34.49439,18.70013,22.86983,5.12876,16.78169,4.29914,30.69853,10.07262,1.6464,27.01898,22.60366,0.00173,21.26918,0.23843,15.93404,0.68585,4.06071,0.18904,5.53248,16.70658,2.95452,19.81471,6.99817,18.74764,15.15395,25.08091,1.17297,18.84288,9.49754,43.07373,1.76555,23.88344,0.01465,5.63414,7.34574,4.56279,8.80297
37.75,20.38082,20.52153,0.17143,0.00023,4.41871,1.82071,27.22066,0.04325,9.75467,0.03055,16.15287,2.80366,0.04914,0.31948,17.50192,3.81268,0.19694,4.0508,2.31771,5.10059,5.00496,7.30982,8.50348,3.93986,0.03455,3.24702,1.88472,3.85949,6.13156,3.77238,0.0,0.0,14.7022,20.16563,7.87614,12.39936,15.57096,29.92291,0.14939,0.00333,3.28306,0.00838,10.47633,0.09284,2.66744,15.14194,3e-05,0.04236,12.02201,4.50392,3e-05,4.6891,4e-05,28.91044,0.16611,33.35681,18.06869,22.08542,4.95144,16.21349,4.15112,29.66648,9.73506,1.58792,26.11302,21.82874,0.00167,20.5407,0.23065,15.4026,0.66149,3.91644,0.18335,5.34085,16.14431,2.8495,19.15066,6.75777,18.10632,14.64642,24.25401,1.13107,18.20709,9.1779,41.65234,1.70219,23.08322,0.01416,5.43362,7.09986,4.40077,8.48916
38.25,19.68198,19.79187,0.16635,0.00022,4.25592,1.7568,26.27261,0.04302,9.4368,0.03045,15.58744,2.70058,0.04875,0.30783,16.88293,3.67696,0.19013,3.89801,2.23113,4.92652,4.82019,7.05321,8.20631,3.79863,0.03392,3.12488,1.81871,3.71737,5.91157,3.63344,0.0,0.0,14.1931,19.46186,7.60033,11.97049,15.02055,28.88316,0.14401,0.00321,3.16845,0.00836,10.11377,0.09027,2.56742,14.60576,3e-05,0.04131,11.58702,4.34301,3e-05,4.51184,4e-05,27.90685,0.16071,32.21922,17.43725,21.30101,4.77412,15.64529,4.00309,28.63443,9.3975,1.52944,25.20706,21.05381,0.00161,19.81222,0.22288,14.87116,0.63714,3.77216,0.17766,5.14923,15.58204,2.74447,18.4866,6.51737,17.46499,14.1389,23.42711,1.08918,17.5713,8.85827,40.23095,1.63883,22.283,0.01367,5.2331,6.85398,4.23875,8.17536
38.75,18.98315,19.0622,0.16126,0.00021,4.09313,1.69288,25.32456,0.04278,9.12771,0.03034,15.02201,2.59749,0.04836,0.29617,16.26394,3.54125,0.18332,3.74522,2.14454,4.75244,4.63542,6.7966,7.90915,3.6574,0.03329,3.00274,1.7527,3.57525,5.69158,3.4945,0.0,0.0,13.68399,18.75808,7.32451,11.54163,14.47013,27.8434,0.13863,0.00309,9.69854,0.00834,9.75121,0.0877,2.46739,14.06957,3e-05,0.04026,11.15202,4.18209,3e-05,4.33458,4e-05,26.90326,0.1553,31.08164,16.80581,20.5166,4.59681,15.07709,3.85506,27.60239,9.05994,1.47096,24.3011,20.27889,0.00155,19.08373,0.21511,14.33972,0.61279,3.62789,0.17197,4.9576,15.01977,2.63945,17.82255,6.27696,16.82367,13.63137,22.6002,1.04728,16.93551,8.53863,38.80956,1.57547,21.48278,0.01318,5.03258,6.6081,4.07673,7.86155
39.25,18.37024,18.43048,0.1569,0.00021,3.95281,1.63758,24.50376,0.04257,8.84542,0.03025,14.53275,2.50852,0.04801,0.28619,15.72661,3.41711,0.17748,3.61406,2.07026,4.60003,4.47435,6.57206,7.6514,3.53546,0.03275,2.8979,1.69546,3.45279,5.5017,3.37477,0.0,0.0,13.24287,18.14909,7.08426,11.16884,13.99238,26.94351,0.13402,0.00298,16.19083,0.00832,9.43605,0.0855,2.38156,13.59817,3e-05,0.03936,10.77215,4.04336,3e-05,4.18239,4e-05,26.03441,0.15067,30.09194,16.2591,19.83724,4.44396,14.5854,3.725,26.70912,8.76533,1.42052,23.51658,19.60763,0.0015,18.45282,0.20845,13.87355,0.59192,3.50352,0.16705,4.7924,14.52803,2.54885,17.2479,6.06846,16.26826,13.18975,21.87586,1.01135,16.3853,8.2613,37.57706,1.52112,20.78981,0.01275,4.85964,6.39411,3.93711,7.59101
